what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1266958291060
activated,editor,org.eclipse.ant.ui,3.3.1.v20090120_r342,org.eclipse.ant.ui.internal.editor.AntEditor,1266958297029
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1266958303701
activated,view,org.eclipse.ant.ui,3.3.1.v20090120_r342,org.eclipse.ant.ui.views.AntView,1266958306732
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1266958312154
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1266958320982
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1266958356123
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1266958356779
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1266958500155
activated,view,org.eclipse.ant.ui,3.3.1.v20090120_r342,org.eclipse.ant.ui.views.AntView,1266958502421
activated,editor,org.eclipse.ant.ui,3.3.1.v20090120_r342,org.eclipse.ant.ui.internal.editor.AntEditor,1266958507139
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1266958510483
activated,editor,org.eclipse.ant.ui,3.3.1.v20090120_r342,org.eclipse.ant.ui.internal.editor.AntEditor,1266958512874
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.textEnd,1266958514405
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1266958525030
activated,editor,org.eclipse.ant.ui,3.3.1.v20090120_r342,org.eclipse.ant.ui.internal.editor.AntEditor,1266958526780
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.textStart,1266958527639
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1266958535124
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1266958540749
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1266958540827
activated,editor,org.eclipse.ant.ui,3.3.1.v20090120_r342,org.eclipse.ant.ui.internal.editor.AntEditor,1266958543530
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1266958544749
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1266958550030
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1266958551280
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1266958553233
