what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1266961682702
activated,view,org.eclipse.ant.ui,3.3.1.v20090120_r342,org.eclipse.ant.ui.views.AntView,1266961684342
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1266961686077
activated,editor,org.eclipse.ant.ui,3.3.1.v20090120_r342,org.eclipse.ant.ui.internal.editor.AntEditor,1266961694905
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1266961696358
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1266961696905
activated,view,org.eclipse.ant.ui,3.3.1.v20090120_r342,org.eclipse.ant.ui.views.AntView,1266961698452
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1266961699749
activated,editor,org.eclipse.ant.ui,3.3.1.v20090120_r342,org.eclipse.ant.ui.internal.editor.AntEditor,1266961704592
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.undo,1266961705045
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1266961705920
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1266961707155
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1266961755061
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineEnd,1266961762046
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineStart,1266961763421
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineEnd,1266961764765
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.select.wordPrevious,1266961765890
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1266961766468
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1266961771343
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1266961889468
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1266961894750
activated,view,org.eclipse.ant.ui,3.3.1.v20090120_r342,org.eclipse.ant.ui.views.AntView,1266961896625
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1266961898719
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1266961906031
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1266962033016
