what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.ide,3.4.2.M20090127-1700,org.eclipse.ui.project.properties,1266963683605
activated,view,org.eclipse.ant.ui,3.3.1.v20090120_r342,org.eclipse.ant.ui.views.AntView,1266963686042
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1266963687964
activated,view,org.eclipse.ant.ui,3.3.1.v20090120_r342,org.eclipse.ant.ui.views.AntView,1266963691918
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1266963695214
activated,view,org.eclipse.ant.ui,3.3.1.v20090120_r342,org.eclipse.ant.ui.views.AntView,1266963701199
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1266963704089
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1266963706574
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1266963754637
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1266963760465
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1266963762480
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1266963767106
executed,command,org.eclipse.ui.ide,3.4.2.M20090127-1700,org.eclipse.ui.project.properties,1266963768012
activated,view,org.eclipse.ant.ui,3.3.1.v20090120_r342,org.eclipse.ant.ui.views.AntView,1266963771621
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1266963773356
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1266963890809
activated,editor,org.eclipse.ant.ui,3.3.1.v20090120_r342,org.eclipse.ant.ui.internal.editor.AntEditor,1266963894591
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1266963894825
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1266963912763
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1266963916185
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1266963920528
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1266963924810
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1266964001841
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.properties,1266964002263
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1266964016232
