what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1266957275319
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1266957277522
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1266957334851
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1266957337194
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1266957521274
activated,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PackageExplorer,1266957523711
activated,editor,org.eclipse.ant.ui,3.3.1.v20090120_r342,org.eclipse.ant.ui.internal.editor.AntEditor,1266957523899
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1266957526821
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1266957529789
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.undo,1266957531024
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1266957531883
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1266957555305
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1266957556727
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1266957558258
activated,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PackageExplorer,1266957564461
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1266957566368
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1266957570243
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1266957573555
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.properties,1266957573961
activated,editor,org.eclipse.ant.ui,3.3.1.v20090120_r342,org.eclipse.ant.ui.internal.editor.AntEditor,1266957574649
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1266957582462
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.textStart,1266957584243
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1266957587774
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.select.lineStart,1266957588680
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1266957589368
